id,premise,hypothesis,label
3890,You're all right now.,The struggle and pain is over. ,1
3891,i think somewhat although i do understand the issue of separation of church and state somewhat so i,I don't agree with separating the church from the state. ,0
3911,"In the meantime, the Young Adventurers were sitting bolt upright, very stiff and ill at ease, in a taxi which, with a singular lack of originality, was also returning to the Ritz via Regent's Park.",The adventurers were chatting with each other. ,1
3994,A moment.,A single moment passed,1
4103,"The big difference seems to be that everyone in England is gay, and everyone in Nebraska or Wyoming is eager to beat the stuffing out of them.",Nebraska is more so homophobic than Wyoming.,1
4111,"UCLA plays at the Rose Bowl, while USC games are at the Coliseum.",UCLA sometimes goes to play at the Coliseum.,1
4112,"That's because theories apply only in certain circumstances, and circumstances change.",Most theories apply at least half the time.,1
4118,"The Weekly Standard argues that America should back Lee with words now and, if necessary, military force later, but the Washington Post reports that the U.S. envoys will pressure him to back down.",The Weekly Standard and Washington Post commonly have opposing views.,1
4216,"133 ""Aha!"" he cried. ","He declared suddenly, ""Aha!""",1
4243,and my wife and i skied a lot when we first got married and the children came along when they're real little they can't really participate and i guess i was paying more on insurance and maintenance than i was getting out of it and i sold it,I plan on buying it back once the children are older and I will get more out of it. ,1
4262,"233 ""I love you now, Julius,"" said Jane Finn.",Julius was in love with Jane Finn too.,1
4269,The four boys cried out and swung thin sticks wildly.,The grown men were throwing sticks around. ,0
4277,"Out in the alley below, three figures reeled in the circle of light afforded by the door lantern.",Two people sat in the coutyard in the dark.,0
4281,there's a big difference there,There is a significant difference there but it works in our favor.,1
4292,GAO also issued over 160 reports detailing specific findings and made over 100 recommendations to agencies and to the President's Council on Year 2000 Conversion for improving the government's readiness.,The GAO issued roughly 170 reports about specific findings.,1
4315,yeah that's true you know a lot of people uh uh i think the that it ends up the people that uh vote every time uh elections come around are more the the polly uh the party type  followers the guys that uh you know follow the party lines you know and they you know just go in and if they're Republican they vote Republican vote Republican every year you know and uh the people that are independent,The Republicans voted for the Democrats by mistake.,0
4343,The activities that enabled the capture and use of this knowledge to make decisions are listed in table 1.,The activities that enabled the capture and use of this knowledge aren't listed in table 1.,0
4353,"I shouldn't like anything to happen to you.""",Having something happen to you might be the best outcome.,0
4380,A husky and a black cat nuzzling.,A cat attacks a dog.,0
4446,"95 each, not including shipping and handling).",95 for each after shipping and handling.,0
4453,"These Western ideas, which seemed to amuse Kamehameha, were introduced by a new friend, another famous English explorer, Captain George Vancouver, who had once served under Captain Cook.",Captain Cook hired Captain George Vancouver to discover Polynesia.,1
